Doi,keywords
10.3389/fgene.2019.00212,BREAST cancer;  AGE groups;  FEATURE selection;  CELL metabolism;  DIAGNOSIS;  age;  feature selection;  TriVote;  BRCA;  classification;  transcriptome;  Genetics;  QH426-470
10.3389/fgene.2019.00129,ANTI-inflammatory agents;  EPITHELIAL cells;  ANTINEOPLASTIC agents;  BRACHYDANIO;  EMBRYOS;  CANCER cells;  AMINO acid residues;  CONVOLUTIONAL neural networks;  PEPTIDES;  AMINO acid analysis;  DEEP learning;  POST-translational modification;  FEATURE selection;  FEATURE extraction;  PROTEINS;  AMINO acid sequence;  ANTIMICROBIAL peptides;  PEPTIDE antibiotics;  BACTERIAL cell walls;  ANTI-infective agents;  SPIDER venom;  BCG vaccines;  TUBERCULOSIS vaccines;  MYCOBACTERIUM tuberculosis;  COVID-19;  BACTERIAL vaccines;  COMMUNICABLE diseases;  MOLECULAR weights;  FISHERY processing;  AMINO acids;  BACTERIOPHAGES;  FORECASTING;  VIRION;  SUPPORT vector machines;  DIPEPTIDES;  AUTOIMMUNE disease treatment;  INFLAMMATION treatment;  NEURODEGENERATION;  PSORIASIS;  RHEUMATOID arthritis;  MULTIPLE sclerosis;  inflammatory disease;  anti-inflammatory peptides prediction;  feature encoding;  feature selection;  random forest;  Genetics;  QH426-470
10.3389/fphar.2019.00448,DRUG development;  CHEMICAL structure;  DRUG bioavailability;  DRUG toxicity;  ATP-binding cassette transporters;  DRUG efficacy;  ABC transport protein;  cheminformatics;  membrane transport;  machine learning;  drug structure;  Therapeutics. Pharmacology;  RM1-950
10.1155/2019/9874591,MACHINE learning;  DIAGNOSTIC imaging;  PATTERN recognition systems;  DEEP learning;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.3389/fmicb.2019.01175,METHICILLIN-resistant staphylococcus aureus;  ANTIMICROBIAL peptides;  BACTERIAL cells;  NUCLEIC acids;  DRUG development;  AMINO acids;  antimicrobial peptides DP7;  MRSA;  antimicrobial efficacy;  blood stream infection;  drug development;  Microbiology;  QR1-502
10.1080/2162402X.2019.1629260,MICRORNA;  IMMUNOREGULATION;  LUNGS;  TUMORS;  tumor mutational burden (tmb);  microrna;  non-small cell lung cancer (nsclc);  immunotherapy;  lung adenocarcinoma;  Immunologic diseases. Allergy;  RC581-607;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.3389/fmicb.2019.00902,CLOSTRIDIUM perfringens;  BACILLUS thuringiensis;  CHEESE;  PATHOGENIC microorganisms;  SALTS;  DAIRY products;  INFRARED technology;  POISONS;  INFRARED spectroscopy;  TOXINS;  NONDESTRUCTIVE testing;  SHELLFISH;  MEDICAL cadavers;  BACILLUS (Bacteria);  ANTS;  HYDROLASES;  BACTERIAL diversity;  INSECT nematodes;  FOURIER transform infrared spectroscopy;  OXIDATIVE stress;  MACHINE learning;  HEART valves;  CARDIOVASCULAR surgery;  BACILLUS cereus;  AGAR;  DETECTION limit;  POLYMYXIN;  BOTANY;  FOOD poisoning;  SOIL microbiology;  CURRENT distribution;  ENTEROTOXINS;  PATHOGENIC bacteria;  MULTIDRUG resistance in bacteria;  BACTERIAL typing;  SPECKLE interference;  BACTERIAL diseases;  BLOOD serum analysis;  CONVOLUTIONAL neural networks;  RAPID tooling;  DEEP learning;  IMMUNOGLOBULIN E;  STATISTICAL learning;  Bacillus cereus;  FTIR spectroscopy;  machine learning;  artificial neural networks;  diagnostics;  Microbiology;  QR1-502
10.1148/radiol.2019182716,DEEP learning;  RELIABILITY (Personality trait);  MEDICAL information storage & retrieval systems;  BREAST physiology;  MAMMOGRAMS;  RETROSPECTIVE studies;  MEDICAL screening;  CLINICAL medicine;  QUESTIONNAIRES;  DATA analysis software;  MORTGAGE loans;  STATISTICAL hypothesis testing;  LOGISTIC regression analysis;  REGRESSION analysis;  MODIS (Spectroradiometer);  MACHINE learning;  WIND speed;  REMOTE sensing;  BREAST imaging;  SUPERVISED learning;  ARTIFICIAL intelligence;  BREAST cancer;  BREAST;  MEDICAL personnel;  CANCER treatment;  METASTATIC breast cancer;  PROGNOSIS;  COVID-19;  SARS-CoV-2;  X-ray imaging;  DESCRIPTOR systems;  CANCER diagnosis;  COMPUTER-aided diagnosis;  ARTIFICIAL neural networks;  CONVOLUTIONAL neural networks;  BREAST exams;  COMPUTER-assisted image analysis (Medicine);  GENERATIVE adversarial networks;  EARLY detection of cancer
10.3389/fgene.2019.00394,SARS-CoV-2;  VIRAL genomes;  SELF-organizing maps;  VIRUS diversity;  SINGLE nucleotide polymorphisms;  ARTIFICIAL neural networks;  TABLE grapes;  GRAPES;  GENOMES;  VITIS vinifera;  CLIMBING plants;  complex diseases;  genetic risk alleles;  small populations;  genome-wide association study;  machine learning;  self-organizing maps;  Genetics;  QH426-470
10.3389/fendo.2019.00288,THYROID cancer;  MACHINE learning;  EPIDEMIOLOGY;  LYMPH nodes;  thyroid cancer;  cancer staging;  C-index;  dendrogram;  machine learning;  survival;  Diseases of the endocrine glands. Clinical endocrinology;  RC648-665
10.21037/qims.2019.05.15,DEEP learning;  TRANSFER of training;  RADIOGRAPHS;  MAXILLARY sinus diseases;  SINUSITIS;  DIAGNOSIS;  RECEIVER operating characteristic curves;  MACHINE learning;  ALGORITHMS;  TEMPORAL bone
10.3389/fgene.2019.00049,MISSENSE mutation;  ALGORITHMS;  FORECASTING;  STATISTICAL correlation;  BRCA genes;  DRUG efficacy;  CLINICAL drug trials;  ANTINEOPLASTIC agents;  PATIENT-centered care;  TISSUES;  TUMORS;  DRUG development;  PATIENT safety;  BRACHYDANIO;  CRISPRS;  PHENOTYPES;  GENOME editing;  GENETIC variation;  CARDIOVASCULAR system;  ETIOLOGY of diseases;  EXOMES;  REQUIREMENTS engineering;  POLYMERASE chain reaction;  COMPUTER software development;  GENE expression;  PRODUCTION engineering;  TURNAROUND time;  WORKFLOW;  GENES;  WORKFLOW software;  MEDICAL screening;  THERAPEUTICS;  NUCLEOTIDE sequencing;  SYSTEM analysis;  SEQUENCE analysis;  DNA probes;  CHINESE corporations;  COMPLEMENTARY DNA;  NUCLEIC acid hybridization;  TRP channels;  POLYCYSTIC kidney disease;  CYSTIC kidney disease;  CHEMICAL templates;  INSPECTION & review;  DELETION mutation;  MACHINE learning;  ARTIFICIAL intelligence;  CLOUDS & the environment;  SUPERVISED learning;  BRAIN-computer interfaces;  YARN;  SCALABILITY;  GENETIC disorders;  INCURABLE diseases;  CHROMOSOMES;  DISEASE management;  CONCEPTS
10.3389/fphar.2019.00458,THERAPEUTICS;  COMPUTERS in medicine;  RESEARCH evaluation;  PHARMACEUTICAL technology;  DATABASE management;  ARTIFICIAL neural networks;  CHINESE medicine;  ALGORITHMS;  PROTEIN analysis;  CHOLESTEROL metabolism;  CARDIOVASCULAR diseases;  CELL receptors;  CELLULAR signal transduction;  CEREBROVASCULAR disease;  COMBINATION drug therapy;  COMPLEMENT (Immunology);  COMPUTER simulation;  DATABASE design;  DRUG interactions;  GAS chromatography;  GENOMES;  HERBAL medicine;  HIGH performance liquid chromatography;  MASS spectrometry;  METABOLISM;  MOLECULAR biology;  MOLECULAR structure;  PHARMACOLOGY;  RESEARCH funding;  DNA-binding proteins;  BIOINFORMATICS;  GENE expression profiling;  DRUG development;  HEPATOTOXICOLOGY;  LIVER injuries;  SYSTEM analysis;  herb induced liver injury;  consensus model;  traditional chinese medicine;  hepatotoxicity mechanism;  in silico;  Therapeutics. Pharmacology;  RM1-950
10.3389/fgene.2019.00090,DEEP learning;  WAVELET transforms;  AMINO acid sequence;  CELL physiology;  PROTEINS;  PROTEIN-protein interactions;  self-interacting proteins;  disease;  position-specific scoring matrix;  deep learning;  wavelet transform;  Genetics;  QH426-470
10.1016/j.nicl.2019.101864,Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.1155/2019/9783106,CANCER patients;  DIAGNOSTIC imaging;  HEPATOCELLULAR carcinoma;  ARTIFICIAL neural networks;  RADIOLOGISTS;  PILOT projects;  RETROSPECTIVE studies;  TUMOR grading;  Medicine
10.3389/fphar.2019.00100,MACHINE learning;  IMAGE analysis;  MICROFLUIDIC devices;  MICROSCOPY;  DATA analysis;  organ on chip;  time-lapse microscopy;  machine learning;  image analysis;  cell interaction analysis;  Therapeutics. Pharmacology;  RM1-950
10.1155/2019/5191630,IMAGE segmentation;  ART & state;  COST functions;  LEARNING strategies;  ARTIFICIAL neural networks;  SKELETAL muscle;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.3389/fgene.2019.00374,WEB servers;  RANDOM forest algorithms;  PROKARYOTIC genomes;  COMPUTER workstation clusters;  SUPPORT vector machines;  GENE regulatory networks;  machine learning;  bacteria;  transcription unit;  R package;  transcriptome;  Genetics;  QH426-470
10.1002/cyto.a.23794,COMPLEX matrices;  SOFTWARE development tools;  FORECASTING;  MACHINE learning;  MENINGEAL cancer;  SIGNAL convolution;  CEREBROSPINAL fluid;  CANCER cells;  TUMOR classification;  COMPUTER-aided diagnosis;  CONVOLUTIONAL neural networks;  CRISPRS;  BLOOD cells;  SICKLE cell anemia;  RECEIVER operating characteristic curves;  GLOBIN;  CHROMATIN;  DEEP learning
10.3171/2019.2.FOCUS18723,SPINAL surgery;  SPINAL stenosis;  CERVICAL vertebrae;  LOGISTIC regression analysis;  LUMBAR vertebrae;  INTERVERTEBRAL disk;  LUMBAR pain;  MACHINE learning;  LEG pain;  INTERVERTEBRAL disk hernias;  BACK injuries;  PAIN diagnosis;  SPINE diseases diagnosis;  PILOT projects;  CHRONIC pain;  RESEARCH;  INTERVERTEBRAL disk displacement;  PAIN;  SPINE diseases;  META-analysis;  RESEARCH methodology;  MEDICAL cooperation;  EVALUATION research;  LEG;  COMPARATIVE studies;  DIAGNOSIS;  LONGITUDINAL method;  SPONDYLOLISTHESIS;  DISEASE complications
10.3389/fpsyt.2019.00288,MENTAL status examination;  MACHINE learning;  HUMAN facial recognition software;  PEOPLE with schizophrenia;  PSYCHIATRISTS;  affect;  face recognition;  machine learning;  schizophrenia;  clinical psychiatry;  Psychiatry;  RC435-571
10.1182/bloodadvances.2018030726,PROPORTIONAL hazards models;  SQUAMOUS cell carcinoma;  LUNGS;  RECEIVER operating characteristic curves;  PROGNOSIS;  FEATURE selection;  IMMUNOTHERAPY;  VINCRISTINE;  LYMPHOBLASTIC leukemia;  ACUTE leukemia;  MESENCHYMAL stem cells;  SIALIC acids;  STROMAL cells;  HEMATOPOIETIC stem cell transplantation;  ACUTE myeloid leukemia;  BLOOD diseases
10.3389/fgene.2019.00119,MICRORNA;  NON-coding RNA;  PROTEIN precursors;  MOLECULAR structure of RNA;  RNA sequencing;  pre-miRNAs identification;  feature representation algorithm;  mutual information;  structure analysis;  support vector machine;  Genetics;  QH426-470
10.3389/fmicb.2019.00597,MICROBIAL genomes;  BIOENGINEERING;  BIOLOGICAL systems;  BIOCOMPLEXITY;  ENGINEERING;  SEQUENCE analysis;  GENETIC engineering;  GENETIC techniques;  SYSTEMS biology;  MACHINE learning;  constraint-based methods;  kinetic metabolic models;  machine learning;  multiomics;  strain engineering;  Microbiology;  QR1-502
10.12688/f1000research.17731.1,Medicine;  Science
10.3389/fphys.2019.00255,ATRIAL fibrillation;  ATRIAL arrhythmias;  FEATURE extraction;  TIME management;  QUANTITATIVE research;  MACHINE learning;  ARTIFICIAL neural networks;  CONVOLUTIONAL neural networks;  SPACE trajectories;  PHASE space;  SIGNAL convolution;  FETAL monitoring;  COMPUTER-aided design;  FETAL heart rate;  NEURAL circuitry;  computer-aided diagnosis system;  fetal heart rate signal;  recurrence plot;  convolutional neural network;  optimization experiment;  Physiology;  QP1-981
10.1016/j.ejro.2019.04.007,Medical physics. Medical radiology. Nuclear medicine;  R895-920
10.3390/molecules24101973,CELL-penetrating peptides;  PEPTIDES;  NUCLEIC acids;  PEPTIDE antibiotics;  ANTI-inflammatory agents;  ANTIMICROBIAL peptides;  TOXINS;  DRUG discovery;  WEB servers;  SNAKE venom;  DRUG delivery systems;  AMINO acid residues;  CONVOLUTIONAL neural networks;  AMINO acid analysis;  DEEP learning;  DNA-binding proteins;  TRIPEPTIDES;  PRINCIPAL components analysis;  SUPPORT vector machines;  AMINO acid sequence;  ONCOLOGISTS;  DIPEPTIDES;  CANCER treatment;  ANTINEOPLASTIC agents;  AMINO acids;  PEPTIDE drugs;  DRUG development;  PEPTIDE bonds;  AMINO compounds;  SMALL molecules;  ARTIFICIAL intelligence;  ARTIFICIAL neural networks;  TUMOR suppressor proteins;  BIOCHEMISTS;  PREDICTION models;  CELL death;  CANCER cells;  THERAPEUTICS
10.1101/gr.245928.118,CHROMOSOME analysis;  DISEASE progression;  GENOMES;  CYTOGENETICS;  PLANT variation;  PLANT evolution;  PLANT genomes;  PLANT species;  ARABIDOPSIS thaliana;  NUCLEOTIDE sequencing;  TOMATOES
10.3389/fbioe.2019.00053,DEEP learning;  IMAGE analysis;  CONVOLUTIONAL neural networks;  TUMOR classification;  HISTOPATHOLOGY;  SURVIVAL analysis (Biometry);  VISUAL perception;  DISTRIBUTION (Probability theory);  EUCLIDEAN distance;  POLARIMETRY;  STATISTICAL models;  TISSUES;  LUNG cancer;  LUNG tumors;  ARTIFICIAL intelligence;  MACHINE learning;  LYMPHOCYTES;  DIGITAL diagnostic imaging;  CHRONIC lymphocytic leukemia diagnosis;  DISEASE progression;  RESEARCH evaluation;  NEOPLASTIC cell transformation;  B cell lymphoma;  TISSUE engineering;  GENE expression profiling;  CLUSTER analysis (Statistics);  RICHTER syndrome;  ARTIFICIAL neural networks;  PHENOTYPES;  SUPERVISED learning;  IMAGE compression;  MICROSCOPY;  FORECASTING;  STANDARD deviations;  JPEG (Image coding standard);  PANCREATIC beta cells;  INSULIN;  CAPILLARIES;  BASAL lamina;  digital pathology;  tissue images;  image analysis;  segmentation;  classification;  Biotechnology;  TP248.13-248.65
10.5946/ce.2019.023,EDUCATIONAL films;  MOBILE apps;  BOWEL preparation (Procedure);  PATIENT compliance;  COLONOSCOPY;  Internal medicine;  RC31-1245;  Diseases of the digestive system. Gastroenterology;  RC799-869
10.3390/genes10010055,NON-coding RNA;  MOLECULAR structure of RNA;  NUCLEOTIDE sequence;  GENETIC transcription;  BASE pairs;  n/a;  Genetics;  QH426-470
10.3389/fneur.2019.00048,PARKINSON'S disease;  DRUGS;  ACCELEROMETERS;  ORAL medication;  ERROR rates;  ORAL drug administration;  VIDEO coding;  DIGITAL technology;  SMARTWATCHES;  MOVEMENT disorders;  MULTILAYER perceptrons;  ARTIFICIAL intelligence;  SMART devices;  ESSENTIAL tremor;  BRAIN stimulation;  Parkinson's Disease;  Essential Tremor;  smart wearables;  artificial intelligence;  neural networks;  Neurology. Diseases of the nervous system;  RC346-429
10.1155/2019/7232781,VASCULAR endothelial growth factors;  Immunologic diseases. Allergy;  RC581-607
10.3390/genes10010057,PLANT genes;  MACHINE learning;  HYDROPHOBIC compounds;  DISTRIBUTION (Probability theory);  DIRICHLET problem;  multi-label classification;  topic model;  gene function;  probability distribution;  Dirichlet-multinomial Regression;  Genetics;  QH426-470
10.1007/s40120-019-0131-6,MULTIPLE personality;  MEDICATION therapy management;  DRUG side effects;  POLYPHARMACY;  DRUG interactions;  THERAPEUTICS;  DECISION support systems;  ELECTRONIC health records;  OPIOIDS;  Anticholinergic drugs;  Drug–drug interactions;  Drug–genome interactions;  Depression-inducing drugs;  Machine learning;  Polypharmacy;  Neurology. Diseases of the nervous system;  RC346-429
10.1016/j.nicl.2019.101835,Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.1016/j.mex.2019.04.003,Science
10.1155/2019/4321645,LIVER tumors;  NEURAL circuitry;  SEGMENTATION (Biology);  LIVER diseases;  HETEROGENEOUS catalysis;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.3390/cancers11010053,POTASSIUM metabolism;  RNA analysis;  CHROMOSOMES;  COLLAGEN;  EXTRACELLULAR space;  GENE expression;  GLIOMAS;  INSULIN;  MEMBRANE proteins;  GENETIC mutation;  PHENOMENOLOGICAL biology;  GENE expression profiling;  CELL receptors;  EPIDERMAL growth factor;  GENE amplification;  RNA;  TRANSFERASES;  DESCRIPTIVE statistics;  IMMUNOSUPPRESSION;  MEDICAL technology;  MEDICAL research;  MOLECULAR pathology;  SERIAL publications;  PATIENT-centered care;  BIOMARKERS;  OXIDOREDUCTASES;  SURVIVAL;  CANCER genes;  DIAGNOSIS;  PROGNOSIS;  GLIOMA treatment;  CANCER chemotherapy;  GENETIC techniques;  MACHINE learning;  METHYLATION;  MULTIVARIATE analysis;  RISK assessment;  STATISTICS;  STEM cells;  PREDICTIVE tests;  PROPORTIONAL hazards models;  deep learning;  discovery;  glioblastoma;  glioblastoma stem cells;  survival prediction;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.4103/jpi.jpi_82_18,IMAGE analysis;  GOVERNMENT report writing;  ELECTRONIC paper;  ARTIFICIAL intelligence;  TISSUE analysis;  DIGITAL images;  DIGITAL media;  Artificial intelligence;  computational pathology;  digital pathology;  image analysis;  quantitative image analysis;  whole-slide imaging;  Computer applications to medicine. Medical informatics;  R858-859.7;  Pathology;  RB1-214
10.1186/s12938-019-0630-9,ARTIFICIAL neural networks;  ATRIAL fibrillation;  HEART beat;  HOSPITAL building design & construction;  PORTABLE computers;  DEEP learning;  DIAGNOSTIC imaging;  IMAGE analysis;  ELECTROENCEPHALOGRAPHY;  DATA;  ELECTROCARDIOGRAPHY;  ISCHEMIA;  HEART diseases;  PERCUTANEOUS coronary intervention;  RECEIVER operating characteristic curves;  Serial electrocardiography;  Vectorcardiography;  Deep learning;  Neural networks;  Constructive algorithm;  Medical technology;  R855-855.5
10.7554/ELIFE.40946,organ of Corti;  optical tissue clearing;  hair cell;  hearing loss;  hard tissue;  machine learning;  Medicine;  Science;  Biology (General);  QH301-705.5
10.1016/j.nicl.2019.101676,Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.3390/cancers11020155,CANCER prognosis;  PROGRESSION-free survival;  ADENOCARCINOMA;  OVERALL survival;  REGRESSION analysis;  TREATMENT effectiveness;  META-analysis;  MICROSURGERY;  CONNECTIVE tissues;  SYSTEMATIC reviews;  MICROARRAY technology;  CELL physiology;  EPITHELIUM;  GENE expression profiling;  GENETIC markers;  TUMOR markers;  CELL lines;  BREAST tumors;  PANCREATIC tumors;  THERAPEUTICS;  SURVIVAL;  BIOLOGICAL models;  DISEASE progression;  ANIMAL experimentation;  IMMUNOHISTOCHEMISTRY;  PROTEIN precursors;  METASTASIS;  GENE expression;  DUCTAL carcinoma;  EPITHELIAL cells;  MICE;  INDIVIDUALIZED medicine;  METABOLOMICS;  DATA mining;  EPIDEMIOLOGICAL research;  MACHINE learning;  ARTIFICIAL intelligence;  BRAIN tumors;  CANCER patients;  MEDICAL practice;  STATISTICS;  DATA analysis;  DESCRIPTIVE statistics;  MEDICAL technology;  GENOMICS;  PROTEOMICS;  EPIGENOMICS;  BIOCHEMISTRY;  PHENOMENOLOGY;  MEMBRANE proteins;  BIOINFORMATICS;  PROPORTIONAL hazards models;  SEQUENCE analysis;  PREVENTION;  pancreatic ductal adenocarcinoma;  systems biology;  meta-analysis;  machine learning;  next-generation sequencing;  transcriptomics;  diagnostic biomarker;  prognostic biomarker;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1177/0141076818815510,ARTIFICIAL intelligence;  MANAGEMENT information systems;  HEALTH information systems;  INFORMATION resources management;  HOSPITALS;  MOBILE apps;  CAPABILITY maturity model;  ARTIFICIAL neural networks;  PROGNOSTIC models;  DATA mining;  CERVICAL cancer;  DEEP learning;  DENTAL implants;  BAYESIAN analysis;  RANDOM forest algorithms;  MACHINE performance;  MACHINE learning;  OSSEOINTEGRATED dental implants;  BIOETHICS;  CITATION networks;  INTERDISCIPLINARY research;  ELECTRONIC health records;  RANDOM variables;  BETA distribution;  GOODNESS-of-fit tests;  MEDICAL informatics;  CLINICAL trials monitoring;  SUPERVISED learning;  INDUSTRY 4.0;  DRUG discovery;  HEALTH care industry;  COMPUTER-assisted image analysis (Medicine);  TELEMEDICINE;  SMART devices;  BLOCKCHAINS;  MEDICAL technology;  LOW-income countries;  INTERNET in education;  MEDICAL research;  DIGITAL technology;  BREAST cancer diagnosis;  BREAST cancer treatment;  COMPUTER algorithms;  BREAST tumor diagnosis;  COMPUTER-aided diagnosis;  ALGORITHMS;  LITERATURE reviews;  QUALITY of service
10.1155/2019/7496591,PREMATURE infants;  INFANT nutrition;  FEATURE extraction;  INTENSIVE care units;  NEONATAL intensive care;  Computer applications to medicine. Medical informatics;  R858-859.7
10.11622/smedj.2019003,TEACHER educators;  MEDICAL students;  CLINICAL competence;  MEDICAL school curriculum;  DIGITAL technology;  MEDICAL schools;  MEDICAL school graduates;  MEDICAL personnel;  BREAST cancer;  MAMMOGRAMS;  HEALTH facilities;  PHYSICIANS;  ALLIED health personnel;  HEALTH care teams;  SERVICE learning;  MEDICAL informatics
10.1148/radiol.2018182179,ALPHA fetoproteins;  IMMUNE checkpoint proteins;  HEPATOCELLULAR carcinoma;  IMMUNE response;  IMMUNE checkpoint inhibitors;  PROGNOSIS
10.3390/cancers11010045,THERAPEUTIC use of monoclonal antibodies;  GEFITINIB;  ERLOTINIB;  CELL lines;  CELL receptors;  CELLULAR signal transduction;  COHORT analysis;  DRUG resistance;  EPIDERMAL growth factor;  LONGITUDINAL method;  MACHINE learning;  MULTIVARIATE analysis;  TUMORS;  CROSS-sectional method;  CHEMICAL inhibitors;  THERAPEUTICS;  RESEARCH evaluation;  drug resistance;  gefitinib;  erlotinib;  biostatistics;  bioinformatics;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1016/j.nicl.2019.101837,Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.4103/ijem.IJEM_646_18,DRUG prescribing;  COST analysis;  DRUGS;  HYPOGLYCEMIC agents;  SITAGLIPTIN;  TYPE 2 diabetes;  DIABETES therapy;  cost analysis;  diabetes mellitus type 2;  diabetes therapy;  drug prescription patterns;  india;  practice audit;  Diseases of the endocrine glands. Clinical endocrinology;  RC648-665;  Diseases of the digestive system. Gastroenterology;  RC799-869
10.3390/molecules24061181,DEEP learning;  CRYOELECTRONICS;  PROTEIN structure;  THREE-dimensional printing;  ARTIFICIAL neural networks;  computational structural biology;  cryo-electron microscopy;  deep learning;  resolution validation;  Organic chemistry;  QD241-441
10.3389/fpsyt.2018.00779,ELECTROENCEPHALOGRAPHY;  MENTAL depression;  BIOLOGICAL tags;  DRUG therapy;  MACHINE learning;  electroencephalography;  quantitative EEG;  biomarkers;  depression;  machine learning;  PEER;  Psychiatry;  RC435-571
10.3389/fgene.2018.00717,TRANSCRIPTOMES;  GENE expression profiling;  RNA sequencing;  GENE expression;  BIG data;  GENOMICS;  MOLECULAR structure;  GENES;  ANNOTATIONS;  MEDICAL marijuana;  TISSUE extracts;  EPITHELIUM;  CANNABINOIDS;  INFLAMMATION;  LUNG cancer;  SCIENTIFIC literature;  BREAST cancer;  CLINICAL trial registries;  MACHINE learning;  MACHINE performance;  GLOBAL method of teaching;  ONCOLOGY;  CUTTING (Materials);  IRINOTECAN;  SUPPORT vector machines;  HEURISTIC algorithms;  GENETIC mutation;  NEAREST neighbor analysis (Statistics);  CANCER chemotherapy;  bioinformatics;  machine learning;  oncology;  gene expression;  support vector machines;  personalized medicine;  Genetics;  QH426-470
10.1080/02656736.2019.1587008,radiofrequency;  ablation;  tumor;  cancer;  control;  monitoring;  machine;  learning;  ensemble;  lesion;  depth;  Medical technology;  R855-855.5
10.1155/2019/3780245,NUCLEOTIDE sequencing;  T cell receptors;  B cells;  HOMOLOGY (Biology);  REINFORCEMENT learning;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1016/j.nicl.2019.101850,Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.1167/iovs.18-25568,DIABETIC retinopathy;  DEEP learning;  FUNDUS oculi;  VISUAL fields;  VISION disorders;  MARKOV processes;  RETINA;  GLAUCOMA;  ETIOLOGY of diseases;  BLINDNESS;  MACHINE learning;  DISEASE progression
10.3389/fimmu.2019.00010,CHOLERA;  CHOLERA vaccines;  ORAL vaccines;  VIBRIO infections;  VIBRIO cholerae;  IMMUNE response;  REGENERATION (Biology);  BRACHYDANIO;  EPITHELIUM;  RETINAL degeneration;  CELL death;  RHODOPSIN;  COMMON variable immunodeficiency;  CELIAC disease;  GASTROINTESTINAL system;  GLUTEN-free diet;  GASTROINTESTINAL diseases;  GUT microbiome;  TSUTSUGAMUSHI disease;  ENDOTHELIUM diseases;  WNT signal transduction;  COMMUNICABLE diseases;  HOSPITAL admission & discharge;  ENDOTHELIAL cells;  IGA glomerulonephritis;  DENTAL caries;  PERIODONTITIS;  LYMPHOID tissue;  PORPHYROMONAS gingivalis;  INFLAMMATION treatment;  COMPUTER simulation of immune system;  MACHINE learning;  SWARM intelligence;  AUTOIMMUNE disease treatment;  AUTOANTIBODY analysis;  immune computation;  swarm intelligence;  machine learning;  autoreactive repertoires;  T cells;  autoantibodies;  Immunologic diseases. Allergy;  RC581-607
10.1155/2019/9079840,TELEMEDICINE;  NATURAL language processing;  DIAGNOSIS;  FUZZY logic;  TEXT messages;  SYMPTOMS;  ARTIFICIAL intelligence;  CHINESE medicine;  GLOMERULONEPHRITIS;  TREATMENT effectiveness;  HERBS;  LATENT semantic analysis;  MEDICAL records;  DECISION support systems;  ENDANGERED languages;  INFORMATION retrieval;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1155/2019/8790694,COMPUTED tomography;  PULMONARY nodules;  ALGORITHMS;  ANTHROPOMORPHISM;  MULTIPLE regression analysis;  Computer applications to medicine. Medical informatics;  R858-859.7
10.3389/fpsyt.2019.00036,SUICIDE risk factors;  SUICIDE prevention;  MENTAL health services;  MACHINE learning;  NATURAL language processing;  suicide risk prediction;  suicidality;  suicide risk assessment;  clinical informatics;  machine learning;  natural language processing;  Psychiatry;  RC435-571
10.3389/fgene.2018.00707,ABCDE model;  MADS-box gene;  phylogenetic tree;  support vector machine;  machine learning;  Genetics;  QH426-470
10.1093/jrr/rry077,NUCLEAR medicine;  RADIOPHARMACEUTICALS;  HEAD & neck cancer patients;  COMPUTED tomography;  EIGENVALUES;  PROGNOSIS;  HEAD & neck cancer treatment;  RADIOMICS;  METASTASIS -- Risk factors;  SUPPORT vector machines;  OROPHARYNGEAL cancer;  RISK assessment;  CHEMORADIOTHERAPY;  CANCER patients;  PAPILLOMAVIRUS diseases;  DESCRIPTIVE statistics;  RECEIVER operating characteristic curves;  SQUAMOUS cell carcinoma;  ALGORITHMS;  DISEASE complications;  NASOPHARYNX cancer;  DEEP learning;  ARTIFICIAL intelligence;  ARTIFICIAL neural networks;  HEAD & neck cancer;  BIOMARKERS;  DEOXY sugars;  POSITRON emission tomography;  TUMORS;  CANCER radiotherapy;  INDIVIDUALIZED medicine;  ARTIFICIAL intelligence in medicine;  BIOLOGICAL tags;  CANCER prognosis;  CANCER relapse;  CANCER treatment complications
